432,1,1,0
432,1,0,0
354,1,0,0
354,1,0,1
253,1,0,1
253,0,0,1
185,0,0,1
185,0,1,1
075,0,1,1
075,0,1,0
017,0,1,0
017,1,1,0
432,1,1,0
432,1,0,0
354,1,0,0
354,1,0,1
252,1,0,1
252,0,0,1
185,0,0,1
185,0,1,1
073,0,1,1
073,0,1,0
015,0,1,0
015,1,1,0
429,1,1,0
429,1,0,0
353,1,0,0
353,1,0,1
255,1,0,1
255,0,0,1
187,0,0,1
187,0,1,1
075,0,1,1
075,0,1,0
015,0,1,0
015,1,1,0
432,1,1,0
432,1,0,0
354,1,0,0
354,1,0,1
253,1,0,1
253,0,0,1
186,0,0,1
186,0,1,1
076,0,1,1
076,0,1,0
015,0,1,0
015,1,1,0
430,1,1,0
430,1,0,0
354,1,0,0
354,1,0,1
254,1,0,1
254,0,0,1
186,0,0,1
186,0,1,1
075,0,1,1
075,0,1,0
015,0,1,0
015,1,1,0
429,1,1,0
429,1,0,0
355,1,0,0
355,1,0,1
253,1,0,1
253,0,0,1
186,0,0,1
186,0,1,1
076,0,1,1
076,0,1,0
016,0,1,0
016,1,1,0
429,1,1,0
429,1,0,0
353,1,0,0
353,1,0,1
254,1,0,1
254,0,0,1
185,0,0,1
185,0,1,1
073,0,1,1
073,0,1,0
015,0,1,0
015,1,1,0
431,1,1,0
431,1,0,0
354,1,0,0
354,1,0,1
252,1,0,1
252,0,0,1
186,0,0,1
186,0,1,1
077,0,1,1
077,0,1,0
016,0,1,0
016,1,1,0
432,1,1,0
432,1,0,0
353,1,0,0
353,1,0,1
254,1,0,1
254,0,0,1
185,0,0,1
185,0,1,1
074,0,1,1
074,0,1,0
015,0,1,0
015,1,1,0
431,1,1,0
431,1,0,0
354,1,0,0
354,1,0,1
255,1,0,1
255,0,0,1
185,0,0,1
185,0,1,1
075,0,1,1
075,0,1,0
014,0,1,0
014,1,1,0
