000 0 0 1
088,0,0,1
088,0,1,1
149,0,1,1
149,0,1,0
251,0,1,0
251,1,1,0
336,1,1,0
336,1,0,0
411,1,0,0
411,1,0,1
496,1,0,1
496,0,0,1
089,0,0,1
089,0,1,1
146,0,1,1
146,0,1,0
251,0,1,0
251,1,1,0
343,1,1,0
343,1,0,0
410,1,0,0
410,1,0,1
499,1,0,1
499,0,0,1
090,0,0,1
090,0,1,1
149,0,1,1
149,0,1,0
251,0,1,0
251,1,1,0
336,1,1,0
336,1,0,0
411,1,0,0
411,1,0,1
496,1,0,1
496,0,0,1
088,0,0,1
088,0,1,1
146,0,1,1
146,0,1,0
251,0,1,0
251,1,1,0
342,1,1,0
342,1,0,0
410,1,0,0
410,1,0,1
499,1,0,1
499,0,0,1
457,0,0,1
457,1,0,1
379,1,0,1
379,1,0,0
311,1,0,0
311,1,1,0
232,1,1,0
232,0,1,0
112,0,1,0
112,0,1,1
063,0,1,1
063,0,0,1
468,0,0,1
468,1,0,1
377,1,0,1
377,1,0,0
322,1,0,0
322,1,1,0
222,1,1,0
222,0,1,0
109,0,1,0
109,0,1,1
063,0,1,1
063,0,0,1
457,0,0,1
457,1,0,1
379,1,0,1
379,1,0,0
311,1,0,0
311,1,1,0
231,1,1,0
231,0,1,0
112,0,1,0
112,0,1,1
064,0,1,1
064,0,0,1
473,0,0,1
473,1,0,1
376,1,0,1
376,1,0,0
321,1,0,0
321,1,1,0
222,1,1,0
222,0,1,0
109,0,1,0
109,0,1,1
063,0,1,1
063,0,0,1
