00207,00123,00475,00938,00123,00120,00935,00481,00120
00208,00120,00481,00935,00120,00116,00933,00487,00116
00209,00116,00487,00933,00116,00113,00930,00493,00113
00210,00113,00493,00930,00113,00110,00927,00498,00110
00211,00110,00498,00927,00110,00107,00925,00504,00107
00212,00107,00504,00925,00107,00104,00922,00510,00104
00213,00104,00510,00922,00104,00101,00919,00516,00101
00214,00101,00516,00919,00101,00098,00916,00522,00098
00215,00098,00522,00916,00098,00096,00913,00527,00096
00216,00096,00527,00913,00096,00093,00910,00533,00093
00217,00093,00533,00910,00093,00090,00907,00539,00090
00218,00090,00539,00907,00090,00088,00903,00545,00088
00219,00088,00545,00903,00088,00085,00900,00551,00085
00220,00085,00551,00900,00085,00083,00897,00556,00083
00221,00083,00556,00897,00083,00080,00893,00562,00080
00222,00080,00562,00893,00080,00078,00890,00568,00078
00223,00078,00568,00890,00078,00076,00886,00574,00076
00224,00076,00574,00886,00076,00074,00883,00579,00074
00225,00074,00579,00883,00074,00072,00879,00585,00072
00226,00072,00585,00879,00072,00070,00876,00591,00070
00227,00070,00591,00876,00070,00068,00872,00596,00068
00228,00068,00596,00872,00068,00066,00868,00602,00066
00229,00066,00602,00868,00066,00064,00864,00608,00064
00230,00064,00608,00864,00064,00062,00860,00614,00062
00231,00062,00614,00860,00062,00060,00856,00619,00060
00232,00060,00619,00856,00060,00059,00853,00625,00059
00233,00059,00625,00853,00059,00057,00848,00630,00057
00234,00057,00630,00848,00057,00056,00844,00636,00056
00235,00056,00636,00844,00056,00054,00840,00642,00054
00236,00054,00642,00840,00054,00053,00836,00647,00053
00237,00053,00647,00836,00053,00051,00832,00653,00051
00238,00051,00653,00832,00051,00050,00828,00658,00050
00239,00050,00658,00828,00050,00049,00823,00664,00049
00240,00049,00664,00823,00049,00048,00819,00669,00048
00241,00048,00669,00819,00048,00047,00814,00675,00047
00242,00047,00675,00814,00047,00046,00810,00680,00046
00243,00046,00680,00810,00046,00045,00805,00685,00045
00244,00045,00685,00805,00045,00044,00801,00691,00044
00245,00044,00691,00801,00044,00044,00796,00696,00044
00246,00044,00696,00796,00044,00043,00792,00702,00043
00247,00043,00702,00792,00043,00042,00787,00707,00042
00248,00042,00707,00787,00042,00042,00782,00712,00042
00249,00042,00712,00782,00042,00041,00777,00717,00041
00250,00041,00717,00777,00041,00041,00773,00722,00041
00251,00041,00722,00773,00041,00041,00768,00728,00041
00252,00041,00728,00768,00041,00040,00763,00733,00040
00253,00040,00733,00763,00040,00040,00758,00738,00040
00254,00040,00738,00758,00040,00040,00753,00743,00040
00255,00040,00743,00753,00040,00040,00748,00748,00040
00256,00040,00748,00748,00040,00040,00743,00753,00040
00257,00040,00753,00743,00040,00040,00738,00758,00040
00258,00040,00758,00738,00040,00040,00733,00763,00040
00259,00040,00763,00733,00040,00041,00728,00768,00041
00260,00041,00768,00728,00041,00041,00722,00773,00041
00261,00041,00773,00722,00041,00041,00717,00777,00041
00262,00041,00777,00717,00041,00042,00712,00782,00042
00263,00042,00782,00712,00042,00042,00707,00787,00042
00264,00042,00787,00707,00042,00043,00702,00792,00043
00265,00043,00792,00702,00043,00044,00696,00796,00044
00266,00044,00796,00696,00044,00044,00691,00801,00044
00267,00044,00801,00691,00044,00045,00685,00805,00045
00268,00045,00805,00685,00045,00046,00680,00810,00046
00269,00046,00810,00680,00046,00047,00675,00814,00047
00270,00047,00814,00675,00047,00048,00669,00819,00048
00271,00048,00819,00669,00048,00049,00664,00823,00049
00272,00049,00823,00664,00049,00050,00658,00828,00050
00273,00050,00828,00658,00050,00051,00653,00832,00051
00274,00051,00832,00653,00051,00053,00647,00836,00053
00275,00053,00836,00647,00053,00054,00642,00840,00054
00276,00054,00840,00642,00054,00056,00636,00844,00056
00277,00056,00844,00636,00056,00057,00630,00848,00057
00278,00057,00848,00630,00057,00059,00625,00853,00059
00279,00059,00853,00625,00059,00060,00619,00856,00060
00280,00060,00856,00619,00060,00062,00614,00860,00062
00281,00062,00860,00614,00062,00064,00608,00864,00064
00282,00064,00864,00608,00064,00066,00602,00868,00066
00283,00066,00868,00602,00066,00068,00596,00872,00068
00284,00068,00872,00596,00068,00070,00591,00876,00070
00285,00070,00876,00591,00070,00072,00585,00879,00072
00286,00072,00879,00585,00072,00074,00579,00883,00074
00287,00074,00883,00579,00074,00076,00574,00886,00076
00288,00076,00886,00574,00076,00078,00568,00890,00078
00289,00078,00890,00568,00078,00080,00562,00893,00080
00290,00080,00893,00562,00080,00083,00556,00897,00083
00291,00083,00897,00556,00083,00085,00551,00900,00085
00292,00085,00900,00551,00085,00088,00545,00903,00088
00293,00088,00903,00545,00088,00090,00539,00907,00090
00294,00090,00907,00539,00090,00093,00533,00910,00093
00295,00093,00910,00533,00093,00096,00527,00913,00096
00296,00096,00913,00527,00096,00098,00522,00916,00098
00297,00098,00916,00522,00098,00101,00516,00919,00101
00298,00101,00919,00516,00101,00104,00510,00922,00104
00299,00104,00922,00510,00104,00107,00504,00925,00107
00300,00107,00925,00504,00107,00110,00498,00927,00110
00301,00110,00927,00498,00110,00113,00493,00930,00113
00302,00113,00930,00493,00113,00116,00487,00933,00116
00303,00116,00933,00487,00116,00120,00481,00935,00120
00304,00120,00935,00481,00120,00123,00475,00938,00123
00305,00123,00938,00475,00123,00126,00470,00940,00126
00306,00126,00940,00470,00126,00129,00464,00943,00129
00307,00129,00943,00464,00129,00133,00458,00945,00133
00308,00133,00945,00458,00133,00136,00452,00947,00136
00309,00136,00947,00452,00136,00140,00447,00950,00140
00310,00140,00950,00447,00140,00143,00441,00952,00143
00311,00143,00952,00441,00143,00147,00435,00954,00147
00312,00147,00954,00435,00147,00151,00429,00956,00151
00313,00151,00956,00429,00151,00155,00424,00958,00155
00314,00155,00958,00424,00155,00158,00418,00960,00158
00315,00158,00960,00418,00158,00162,00412,00961,00162
00316,00162,00961,00412,00162,00166,00407,00963,00166
00317,00166,00963,00407,00166,00170,00401,00965,00170
00318,00170,00965,00401,00170,00174,00395,00966,00174
00319,00174,00966,00395,00174,00178,00390,00968,00178
00320,00178,00968,00390,00178,00182,00384,00969,00182
00321,00182,00969,00384,00182,00187,00379,00971,00187
00322,00187,00971,00379,00187,00191,00373,00972,00191
00323,00191,00972,00373,00191,00195,00368,00973,00195
00324,00195,00973,00368,00195,00199,00362,00975,00199
00325,00199,00975,00362,00199,00204,00357,00976,00204
00326,00204,00976,00357,00204,00208,00351,00977,00208
00327,00208,00977,00351,00208,00213,00346,00978,00213
00328,00213,00978,00346,00213,00217,00340,00979,00217
00329,00217,00979,00340,00217,00222,00335,00979,00222
00330,00222,00979,00335,00222,00226,00330,00980,00226
00331,00226,00980,00330,00226,00231,00324,00981,00231
00332,00231,00981,00324,00231,00236,00319,00982,00236
00333,00236,00982,00319,00236,00240,00314,00982,00240
00334,00240,00982,00314,00240,00245,00308,00983,00245
00335,00245,00983,00308,00245,00250,00303,00983,00250
00336,00250,00983,00303,00250,00255,00298,00983,00255
00337,00255,00983,00298,00255,00259,00293,00984,00259
00338,00259,00984,00293,00259,00264,00288,00984,00264
00339,00264,00984,00288,00264,00269,00283,00984,00269
00340,00269,00984,00283,00269,00274,00278,00984,00274
00341,00274,00984,00278,00274,00279,00273,00984,00279
00342,00279,00984,00273,00279,00284,00268,00984,00284
00343,00284,00984,00268,00284,00290,00263,00984,00290
00344,00290,00984,00263,00290,00295,00258,00984,00295
00345,00295,00984,00258,00295,00300,00253,00983,00300
00346,00300,00983,00253,00300,00305,00248,00983,00305
00347,00305,00983,00248,00305,00310,00243,00982,00310
00348,00310,00982,00243,00310,00315,00239,00982,00315
00349,00315,00982,00239,00315,00321,00234,00981,00321
00350,00321,00981,00234,00321,00326,00229,00981,00326
00351,00326,00981,00229,00326,00331,00225,00980,00331
00352,00331,00980,00225,00331,00337,00220,00979,00337
00353,00337,00979,00220,00337,00342,00216,00978,00342
00354,00342,00978,00216,00342,00348,00211,00977,00348
00355,00348,00977,00211,00348,00353,00207,00976,00353
00356,00353,00976,00207,00353,00358,00202,00975,00358
00357,00358,00975,00202,00358,00364,00198,00974,00364
00358,00364,00974,00198,00364,00369,00194,00973,00369
00359,00369,00973,00194,00369,00375,00189,00972,00375
00360,00375,00972,00189,00375,00381,00185,00970,00381
00361,00381,00970,00185,00381,00386,00181,00969,00386
00362,00386,00969,00181,00386,00392,00177,00967,00392
00363,00392,00967,00177,00392,00397,00173,00966,00397
00364,00397,00966,00173,00397,00403,00169,00964,00403
00365,00403,00964,00169,00403,00409,00165,00963,00409
00366,00409,00963,00165,00409,00414,00161,00961,00414
00367,00414,00961,00161,00414,00420,00157,00959,00420
00368,00420,00959,00157,00420,00426,00153,00957,00426
00369,00426,00957,00153,00426,00431,00150,00955,00431
00370,00431,00955,00150,00431,00437,00146,00953,00437
00371,00437,00953,00146,00437,00443,00142,00951,00443
00372,00443,00951,00142,00443,00448,00139,00949,00448
00373,00448,00949,00139,00448,00454,00135,00947,00454
00374,00454,00947,00135,00454,00460,00132,00944,00460
00375,00460,00944,00132,00460,00466,00128,00942,00466
00376,00466,00942,00128,00466,00472,00125,00940,00472
00377,00472,00940,00125,00472,00477,00122,00937,00477
00378,00477,00937,00122,00477,00483,00118,00934,00483
00379,00483,00934,00118,00483,00489,00115,00932,00489
00380,00489,00932,00115,00489,00495,00112,00929,00495
00381,00495,00929,00112,00495,00500,00109,00926,00500
00382,00500,00926,00109,00500,00506,00106,00924,00506
00383,00506,00924,00106,00506,00512,00103,00921,00512
00384,00512,00921,00103,00512,00518,00100,00918,00518
00385,00518,00918,00100,00518,00524,00098,00915,00524
00386,00524,00915,00098,00524,00529,00095,00912,00529
00387,00529,00912,00095,00529,00535,00092,00909,00535
00388,00535,00909,00092,00535,00541,00090,00906,00541
00389,00541,00906,00090,00541,00547,00087,00902,00547
00390,00547,00902,00087,00547,00552,00084,00899,00552
00391,00552,00899,00084,00552,00558,00082,00896,00558
00392,00558,00896,00082,00558,00564,00080,00892,00564
00393,00564,00892,00080,00564,00570,00077,00889,00570
00394,00570,00889,00077,00570,00576,00075,00885,00576
00395,00576,00885,00075,00576,00581,00073,00882,00581
00396,00581,00882,00073,00581,00587,00071,00878,00587
00397,00587,00878,00071,00587,00593,00069,00874,00593
00398,00593,00874,00069,00593,00598,00067,00871,00598
00399,00598,00871,00067,00598,00604,00065,00867,00604
00400,00604,00867,00065,00604,00610,00063,00863,00610
00401,00610,00863,00063,00610,00615,00061,00859,00615
00402,00615,00859,00061,00615,00621,00060,00855,00621
00403,00621,00855,00060,00621,00627,00058,00851,00627
00404,00627,00851,00058,00627,00632,00057,00847,00632
00405,00632,00847,00057,00632,00638,00055,00843,00638
00406,00638,00843,00055,00638,00643,00054,00839,00643
00407,00643,00839,00054,00643,00649,00052,00835,00649
00408,00649,00835,00052,00649,00655,00051,00830,00655
00409,00655,00830,00051,00655,00660,00050,00826,00660
00410,00660,00826,00050,00660,00666,00049,00822,00666
00411,00666,00822,00049,00666,00671,00048,00817,00671
00412,00671,00817,00048,00671,00676,00047,00813,00676
00413,00676,00813,00047,00676,00682,00046,00808,00682
00414,00682,00808,00046,00682,00687,00045,00804,00687
00415,00687,00804,00045,00687,00693,00044,00799,00693
00416,00693,00799,00044,00693,00698,00043,00795,00698
00417,00698,00795,00043,00698,00703,00043,00790,00703
00418,00703,00790,00043,00703,00709,00042,00785,00709
00419,00709,00785,00042,00709,00714,00042,00781,00714
00420,00714,00781,00042,00714,00719,00041,00776,00719
00421,00719,00776,00041,00719,00724,00041,00771,00724
00422,00724,00771,00041,00724,00729,00040,00766,00729
00423,00729,00766,00040,00729,00734,00040,00761,00734
00424,00734,00761,00040,00734,00740,00040,00756,00740
00425,00740,00756,00040,00740,00745,00040,00751,00745
00426,00745,00751,00040,00745,00750,00040,00746,00750
00427,00750,00746,00040,00750,00755,00040,00741,00755
00428,00755,00741,00040,00755,00760,00040,00736,00760
00429,00760,00736,00040,00760,00765,00040,00731,00765
00430,00765,00731,00040,00765,00769,00041,00726,00769
00431,00769,00726,00041,00769,00774,00041,00721,00774
00432,00774,00721,00041,00774,00779,00041,00716,00779
00433,00779,00716,00041,00779,00784,00042,00710,00784
00434,00784,00710,00042,00784,00788,00042,00705,00788
00435,00788,00705,00042,00788,00793,00043,00700,00793
00436,00793,00700,00043,00793,00798,00044,00694,00798
00437,00798,00694,00044,00798,00802,00045,00689,00802
00438,00802,00689,00045,00802,00807,00045,00684,00807
00439,00807,00684,00045,00807,00811,00046,00678,00811
00440,00811,00678,00046,00811,00816,00047,00673,00816
00441,00816,00673,00047,00816,00820,00048,00667,00820
00442,00820,00667,00048,00820,00825,00049,00662,00825
00443,00825,00662,00049,00825,00829,00051,00656,00829
00444,00829,00656,00051,00829,00833,00052,00651,00833
00445,00833,00651,00052,00833,00837,00053,00645,00837
00446,00837,00645,00053,00837,00842,00055,00640,00842
00447,00842,00640,00055,00842,00846,00056,00634,00846
00448,00846,00634,00056,00846,00850,00058,00629,00850
00449,00850,00629,00058,00850,00854,00059,00623,00854
00450,00854,00623,00059,00854,00858,00061,00617,00858
00451,00858,00617,00061,00858,00862,00063,00612,00862
00452,00862,00612,00063,00862,00866,00064,00606,00866
00453,00866,00606,00064,00866,00869,00066,00600,00869
00454,00869,00600,00066,00869,00873,00068,00595,00873
00455,00873,00595,00068,00873,00877,00070,00589,00877
00456,00877,00589,00070,00877,00881,00072,00583,00881
00457,00881,00583,00072,00881,00884,00074,00577,00884
00458,00884,00577,00074,00884,00888,00077,00572,00888
00459,00888,00572,00077,00888,00891,00079,00566,00891
00460,00891,00566,00079,00891,00895,00081,00560,00895
00461,00895,00560,00081,00895,00898,00084,00554,00898
00462,00898,00554,00084,00898,00901,00086,00549,00901
00463,00901,00549,00086,00901,00904,00089,00543,00904
00464,00904,00543,00089,00904,00908,00091,00537,00908
00465,00908,00537,00091,00908,00911,00094,00531,00911
00466,00911,00531,00094,00911,00914,00097,00526,00914
00467,00914,00526,00097,00914,00917,00099,00520,00917
00468,00917,00520,00099,00917,00920,00102,00514,00920
00469,00920,00514,00102,00920,00923,00105,00508,00923
00470,00923,00508,00105,00923,00926,00108,00502,00926
00471,00926,00502,00108,00926,00928,00111,00497,00928
00472,00928,00497,00111,00928,00931,00114,00491,00931
00473,00931,00491,00114,00931,00934,00117,00485,00934
00474,00934,00485,00117,00934,00936,00121,00479,00936
00475,00936,00479,00121,00936,00939,00124,00473,00939
00476,00939,00473,00124,00939,00941,00127,00468,00941
00477,00941,00468,00127,00941,00944,00131,00462,00944
00478,00944,00462,00131,00944,00946,00134,00456,00946
00479,00946,00456,00134,00946,00948,00138,00450,00948
00480,00948,00450,00138,00948,00950,00141,00445,00950
00481,00950,00445,00141,00950,00952,00145,00439,00952
00482,00952,00439,00145,00952,00954,00148,00433,00954
00483,00954,00433,00148,00954,00956,00152,00428,00956
00484,00956,00428,00152,00956,00958,00156,00422,00958
00485,00958,00422,00156,00958,00960,00160,00416,00960
00486,00960,00416,00160,00960,00962,00164,00410,00962
00487,00962,00410,00164,00962,00964,00168,00405,00964
00488,00964,00405,00168,00964,00965,00171,00399,00965
00489,00965,00399,00171,00965,00967,00176,00394,00967
00490,00967,00394,00176,00967,00968,00180,00388,00968
00491,00968,00388,00180,00968,00970,00184,00382,00970
00492,00970,00382,00184,00970,00971,00188,00377,00971
00493,00971,00377,00188,00971,00973,00192,00371,00973
00494,00973,00371,00192,00973,00974,00196,00366,00974
00495,00974,00366,00196,00974,00975,00201,00360,00975
00496,00975,00360,00201,00975,00976,00205,00355,00976
00497,00976,00355,00205,00976,00977,00210,00349,00977
00498,00977,00349,00210,00977,00978,00214,00344,00978
